4394029,320053,5931,46245
7860119,185853,26679,0
5845909,576597,39774,170708
2642103,24975,4542,12829
1168130,96666,568,6666
1311445,34507,544,3050
666169,9985,297,1071
1728614,74062,2180,15297
1338533,69687,678,5643
1056891,29943,4231,148279
2162240,41032,1384,4737
515000,34727,195,4722
